TGA;LA;GB;2019;1;11;8;Maíz amarillo;Olancho;;Medida (5 lb);Lempira;22;24
TGA;LA;GB;2019;1;11;8;Maíz amarillo;Danlí;;Medida (5 lb);Lempira;60;60
TGA;LA;GB;2019;1;11;8;Maíz blanco;Olancho;;Medida (5 lb);Lempira;22;24
TGA;LA;GB;2019;1;11;8;Sorgo blanco;Choluteca;;Medida (5 lb);Lempira;38;40
TGA;LA;GB;2019;1;11;8;Soya clasificada;Comayagua;;Libra;Lempira;20;20
TGA;LA;GB;2019;1;14;9;Arroz clasificado (90/10);Villanueva;;Libra;Lempira;10;10
TGA;LA;GB;2019;1;14;9;Arroz miga;Villanueva;;Libra;Lempira;7;7
TGA;LA;GB;2019;1;14;9;Arroz precocido;Danlí;;Libra;Lempira;11;11
TGA;LA;GB;2019;1;14;9;Cacahuate/maní con cáscara;Jamastrán;;Libra;Lempira;20;24
TGA;LA;GB;2019;1;14;9;Cacahuate/maní con cáscara;Nicaragua;;Libra;Lempira;20;24
TGA;LA;GB;2019;1;14;9;fff;Danlí;;Medida (5 lb);Lempira;60;60
TGA;LA;GB;2019;1;14;9;Frijol rosado;Danlí;;Medida (5 lb);Lempira;65;65
